,accuracy,days_later,f1_score,name,window
306,0.7064935064935065,21.0,0.778793913113488,Deci_Tree_9,3.0
307,0.7414141414141415,21.0,0.7929752174672784,Deci_Tree_15,3.0
308,0.7443001443001444,21.0,0.7944212368838082,Deci_Tree_normal,3.0
309,0.6487734487734488,21.0,0.7598569624289799,Log_Reg,3.0
310,0.8103896103896104,21.0,0.8493531539072243,Random_Forest_10,3.0
311,0.8294372294372294,21.0,0.8681411002297675,Random_Forest_20,3.0
312,0.844155844155844,21.0,0.8807921964686367,Random_Forest_30,3.0
313,0.8502164502164502,21.0,0.8858904524929399,Random_Forest_50,3.0
314,0.8496392496392495,21.0,0.8861471317572382,Random_Forest_75,3.0
315,0.8577200577200577,21.0,0.8913664843121873,Random_Forest_100,3.0
316,0.8626262626262626,21.0,0.8950916567895014,Random_Forest_150,3.0
317,0.8640692640692642,21.0,0.896314153162125,Random_Forest_200,3.0
318,0.7659451659451659,21.0,0.8275988744004167,Gradient_Boosting_100,3.0
319,0.7673881673881675,21.0,0.8276034323339962,Gradient_Boosting_120,3.0
320,0.7916305916305916,21.0,0.8424359646656141,XGB_30,3.0
321,0.8098124098124098,21.0,0.8549684546497082,XGB_50,3.0
322,0.8184704184704185,21.0,0.8611760400377431,XGB_70,3.0
323,0.8262626262626263,21.0,0.8662264299381814,XGB_100,3.0
324,0.5055954088952654,1.0,0.6023564764922182,SVC_rbf,4.0
325,0.5055954088952654,1.0,0.6023564764922182,SVC_normal,4.0
326,0.5205164992826399,1.0,0.5722022482837421,KNN_25,4.0
327,0.5035868005738882,1.0,0.5534493887630116,KNN_50,4.0
328,0.5007173601147776,1.0,0.5796838077189366,KNN_75,4.0
329,0.509038737446198,1.0,0.5833920040858789,KNN_100,4.0
330,0.5216642754662841,1.0,0.5794017933374489,LinDisc,4.0
331,0.5170731707317073,1.0,0.6162905768995438,Deci_Tree_3,4.0
332,0.5219512195121951,1.0,0.592306580756726,Deci_Tree_6,4.0
333,0.5296987087517934,1.0,0.592666158922309,Deci_Tree_9,4.0
334,0.5107604017216643,1.0,0.5349853098364852,Deci_Tree_15,4.0
335,0.5153515064562411,1.0,0.5328584746445928,Deci_Tree_normal,4.0
336,0.514777618364419,1.0,0.5777637997080326,Log_Reg,4.0
337,0.4946915351506457,1.0,0.48062040653411947,Random_Forest_10,4.0
338,0.49698708751793397,1.0,0.5149971826726534,Random_Forest_20,4.0
339,0.5041606886657102,1.0,0.5278444393261849,Random_Forest_30,4.0
340,0.4992826398852225,1.0,0.5354475348721734,Random_Forest_50,4.0
341,0.5073170731707317,1.0,0.5581283993382181,Random_Forest_75,4.0
